date,msft,score
2017-01-01,0.5408333333333334,0.5408333333333334
2017-01-02,0.71125,0.71125
2017-01-03,0.8033333333333332,0.8033333333333332
2017-01-04,0.865,0.865
2017-01-05,0.855,0.855
2017-01-06,0.7929166666666667,0.7929166666666667
2017-01-07,0.6533333333333333,0.6533333333333333
2017-01-08,0.66,0.66
2017-01-09,0.8416666666666667,0.8416666666666667
2017-01-10,0.8966666666666667,0.8966666666666667
2017-01-11,0.885,0.885
2017-01-12,0.88375,0.88375
2017-01-13,0.8179166666666667,0.8179166666666667
2017-01-14,0.6566666666666667,0.6566666666666667
2017-01-15,0.6612,0.6612
2017-01-16,0.8429166666666668,0.8429166666666668
2017-01-17,0.8775,0.8775
2017-01-18,0.8945833333333333,0.8945833333333333
2017-01-19,0.8891666666666667,0.8891666666666667
2017-01-20,0.8120833333333333,0.8120833333333333
2017-01-21,0.6404166666666667,0.6404166666666667
2017-01-22,0.6548,0.6548
2017-01-23,0.8691666666666668,0.8691666666666668
2017-01-24,0.8804166666666667,0.8804166666666667
2017-01-25,0.875,0.875
2017-01-26,0.8233333333333333,0.8233333333333333
2017-01-27,0.7966666666666667,0.7966666666666667
2017-01-28,0.6316666666666666,0.6316666666666666
2017-01-29,0.6431999999999999,0.6431999999999999
2017-01-30,0.8541666666666667,0.8541666666666667
2017-01-31,0.8908333333333333,0.8908333333333333
2017-02-01,0.8841666666666668,0.8841666666666668
2017-02-02,0.8870833333333333,0.8870833333333333
2017-02-03,0.8179166666666667,0.8179166666666667
2017-02-04,0.66,0.66
2017-02-05,0.6092,0.6092
2017-02-06,0.7879166666666667,0.7879166666666667
2017-02-07,0.8354166666666667,0.8354166666666667
2017-02-08,0.8241666666666667,0.8241666666666667
2017-02-09,0.81625,0.81625
2017-02-10,0.76125,0.76125
2017-02-11,0.6058333333333333,0.6058333333333333
2017-02-12,0.652,0.652
2017-02-13,0.8533333333333333,0.8533333333333333
2017-02-14,0.8391666666666667,0.8391666666666667
2017-02-15,0.8716666666666667,0.8716666666666667
2017-02-16,0.8641666666666667,0.8641666666666667
2017-02-17,0.8091666666666667,0.8091666666666667
2017-02-18,0.6370833333333333,0.6370833333333333
2017-02-19,0.6636,0.6636
2017-02-20,0.86,0.86
2017-02-21,0.8795833333333333,0.8795833333333333
2017-02-22,0.8895833333333333,0.8895833333333333
2017-02-23,0.8741666666666668,0.8741666666666668
2017-02-24,0.82375,0.82375
2017-02-25,0.6620833333333332,0.6620833333333332
2017-02-26,0.6192,0.6192
2017-02-27,0.8408333333333333,0.8408333333333333
2017-02-28,0.8495833333333332,0.8495833333333332
2017-03-01,0.8391666666666667,0.8391666666666667
2017-03-02,0.84375,0.84375
2017-03-03,0.7854166666666668,0.7854166666666668
2017-03-04,0.6195833333333334,0.6195833333333334
2017-03-05,0.45840000000000003,0.45840000000000003
2017-03-06,0.5879166666666666,0.5879166666666666
2017-03-07,0.6429166666666667,0.6429166666666667
2017-03-08,0.6195833333333334,0.6195833333333334
2017-03-09,0.60625,0.60625
2017-03-10,0.5491666666666667,0.5491666666666667
2017-03-11,0.43583333333333335,0.43583333333333335
2017-03-12,0.6544,0.6544
2017-03-13,0.8458333333333333,0.8458333333333333
2017-03-14,0.8920833333333333,0.8920833333333333
2017-03-15,0.9120833333333332,0.9120833333333332
2017-03-16,0.8720833333333333,0.8720833333333333
2017-03-17,0.8170833333333333,0.8170833333333333
2017-03-18,0.6529166666666667,0.6529166666666667
2017-03-19,0.3264,0.3264
2017-03-20,0.4033333333333334,0.4033333333333334
2017-03-21,0.47791666666666666,0.47791666666666666
2017-03-22,0.44416666666666665,0.44416666666666665
2017-03-23,0.42208333333333337,0.42208333333333337
2017-03-24,0.39333333333333337,0.39333333333333337
2017-03-25,0.3016666666666667,0.3016666666666667
2017-03-26,0.6452,0.6452
2017-03-27,0.8804166666666667,0.8804166666666667
2017-03-28,0.8845833333333333,0.8845833333333333
2017-03-29,0.9066666666666667,0.9066666666666667
2017-03-30,0.8841666666666668,0.8841666666666668
2017-03-31,0.8054166666666667,0.8054166666666667
2017-04-01,0.6283333333333334,0.6283333333333334
2017-04-02,0.6315999999999999,0.6315999999999999
2017-04-03,0.8408333333333333,0.8408333333333333
2017-04-04,0.8625,0.8625
2017-04-05,0.8679166666666667,0.8679166666666667
2017-04-06,0.865,0.865
2017-04-07,0.7841666666666667,0.7841666666666667
2017-04-08,0.5883333333333334,0.5883333333333334
2017-04-09,0.6188,0.6188
2017-04-10,0.8516666666666667,0.8516666666666667
2017-04-11,0.875,0.875
2017-04-12,0.8820833333333333,0.8820833333333333
2017-04-13,0.8504166666666667,0.8504166666666667
2017-04-14,0.725,0.725
2017-04-15,0.6275,0.6275
2017-04-16,0.5952000000000001,0.5952000000000001
2017-04-17,0.81,0.81
2017-04-18,0.8666666666666667,0.8666666666666667
2017-04-19,0.8583333333333333,0.8583333333333333
2017-04-20,0.8679166666666667,0.8679166666666667
2017-04-21,0.8183333333333332,0.8183333333333332
2017-04-22,0.6308333333333334,0.6308333333333334
2017-04-23,0.6175999999999999,0.6175999999999999
2017-04-24,0.8341666666666667,0.8341666666666667
2017-04-25,0.8633333333333333,0.8633333333333333
2017-04-26,0.8754166666666667,0.8754166666666667
2017-04-27,0.8641666666666667,0.8641666666666667
2017-04-28,0.7741666666666667,0.7741666666666667
2017-04-29,0.60375,0.60375
2017-04-30,0.5,0.5
2017-05-01,0.6295833333333334,0.6295833333333334
2017-05-02,0.7795833333333333,0.7795833333333333
2017-05-03,0.8008333333333333,0.8008333333333333
2017-05-04,0.7491666666666668,0.7491666666666668
2017-05-05,0.6679166666666667,0.6679166666666667
2017-05-06,0.50875,0.50875
2017-05-07,0.5904,0.5904
2017-05-08,0.81875,0.81875
2017-05-09,0.8358333333333333,0.8358333333333333
2017-05-10,0.8525,0.8525
2017-05-11,0.8529166666666668,0.8529166666666668
2017-05-12,0.81125,0.81125
2017-05-13,0.6858333333333333,0.6858333333333333
2017-05-14,0.5332,0.5332
2017-05-15,0.8225,0.8225
2017-05-16,0.7183333333333333,0.7183333333333333
2017-05-17,0.6708333333333333,0.6708333333333333
2017-05-18,0.6404166666666667,0.6404166666666667
2017-05-19,0.5895833333333333,0.5895833333333333
2017-05-20,0.43833333333333335,0.43833333333333335
2017-05-21,0.5852,0.5852
2017-05-22,0.8195833333333333,0.8195833333333333
2017-05-23,0.86875,0.86875
2017-05-24,0.8683333333333333,0.8683333333333333
2017-05-25,0.81375,0.81375
2017-05-26,0.7570833333333333,0.7570833333333333
2017-05-27,0.5720833333333334,0.5720833333333334
2017-05-28,0.5964,0.5964
2017-05-29,0.7891666666666667,0.7891666666666667
2017-05-30,0.8770833333333333,0.8770833333333333
2017-05-31,0.8883333333333333,0.8883333333333333
2017-06-01,0.87375,0.87375
2017-06-02,0.8341666666666667,0.8341666666666667
2017-06-03,0.6129166666666667,0.6129166666666667
2017-06-04,0.6308,0.6308
2017-06-05,0.855,0.855
2017-06-06,0.90875,0.90875
2017-06-07,0.8933333333333333,0.8933333333333333
2017-06-08,0.8566666666666667,0.8566666666666667
2017-06-09,0.79625,0.79625
2017-06-10,0.6166666666666667,0.6166666666666667
2017-06-11,0.612,0.612
2017-06-12,0.7491666666666668,0.7491666666666668
2017-06-13,0.7325,0.7325
2017-06-14,0.7220833333333333,0.7220833333333333
2017-06-15,0.7166666666666667,0.7166666666666667
2017-06-16,0.6733333333333333,0.6733333333333333
2017-06-17,0.49333333333333335,0.49333333333333335
2017-06-18,0.5644,0.5644
2017-06-19,0.8320833333333333,0.8320833333333333
2017-06-20,0.88125,0.88125
2017-06-21,0.84375,0.84375
2017-06-22,0.8225,0.8225
2017-06-23,0.755,0.755
2017-06-24,0.5725,0.5725
2017-06-25,0.5768,0.5768
2017-06-26,0.8054166666666667,0.8054166666666667
2017-06-27,0.8704166666666667,0.8704166666666667
2017-06-28,0.8758333333333332,0.8758333333333332
2017-06-29,0.8304166666666667,0.8304166666666667
2017-06-30,0.775,0.775
2017-07-01,0.5745833333333333,0.5745833333333333
2017-07-02,0.5844,0.5844
2017-07-03,0.7858333333333333,0.7858333333333333
2017-07-04,0.795,0.795
2017-07-05,0.8425,0.8425
2017-07-06,0.8495833333333332,0.8495833333333332
2017-07-07,0.7979166666666667,0.7979166666666667
2017-07-08,0.6008333333333333,0.6008333333333333
2017-07-09,0.574,0.574
2017-07-10,0.8379166666666668,0.8379166666666668
2017-07-11,0.8658333333333332,0.8658333333333332
2017-07-12,0.86875,0.86875
2017-07-13,0.8466666666666667,0.8466666666666667
2017-07-14,0.7875,0.7875
2017-07-15,0.5883333333333334,0.5883333333333334
2017-07-16,0.5816,0.5816
2017-07-17,0.82,0.82
2017-07-18,0.865,0.865
2017-07-19,0.8475,0.8475
2017-07-20,0.8408333333333333,0.8408333333333333
2017-07-21,0.78625,0.78625
2017-07-22,0.5920833333333334,0.5920833333333334
2017-07-23,0.5811999999999999,0.5811999999999999
2017-07-24,0.83625,0.83625
2017-07-25,0.9125,0.9125
2017-07-26,0.9029166666666667,0.9029166666666667
2017-07-27,0.8858333333333333,0.8858333333333333
2017-07-28,0.8116666666666668,0.8116666666666668
2017-07-29,0.6083333333333334,0.6083333333333334
2017-07-30,0.62,0.62
2017-07-31,0.8504166666666667,0.8504166666666667
2017-08-01,0.8845833333333333,0.8845833333333333
2017-08-02,0.8891666666666667,0.8891666666666667
2017-08-03,0.8870833333333333,0.8870833333333333
2017-08-04,0.8229166666666667,0.8229166666666667
2017-08-05,0.6270833333333333,0.6270833333333333
2017-08-06,0.5888,0.5888
2017-08-07,0.7983333333333333,0.7983333333333333
2017-08-08,0.84125,0.84125
2017-08-09,0.85625,0.85625
2017-08-10,0.8416666666666667,0.8416666666666667
2017-08-11,0.7745833333333333,0.7745833333333333
2017-08-12,0.60125,0.60125
2017-08-13,0.5764,0.5764
2017-08-14,0.8041666666666667,0.8041666666666667
2017-08-15,0.8445833333333332,0.8445833333333332
2017-08-16,0.84,0.84
2017-08-17,0.8166666666666668,0.8166666666666668
2017-08-18,0.7845833333333333,0.7845833333333333
2017-08-19,0.59,0.59
2017-08-20,0.5888,0.5888
2017-08-21,0.7958333333333333,0.7958333333333333
2017-08-22,0.85375,0.85375
2017-08-23,0.8479166666666668,0.8479166666666668
2017-08-24,0.8208333333333333,0.8208333333333333
2017-08-25,0.7625,0.7625
2017-08-26,0.57625,0.57625
2017-08-27,0.5468,0.5468
2017-08-28,0.80375,0.80375
2017-08-29,0.8358333333333333,0.8358333333333333
2017-08-30,0.8604166666666667,0.8604166666666667
2017-08-31,0.8179166666666667,0.8179166666666667
2017-09-01,0.7645833333333333,0.7645833333333333
2017-09-02,0.5895833333333333,0.5895833333333333
2017-09-03,0.6272,0.6272
2017-09-04,0.7891666666666667,0.7891666666666667
2017-09-05,0.865,0.865
2017-09-06,0.8895833333333333,0.8895833333333333
2017-09-07,0.8870833333333333,0.8870833333333333
2017-09-08,0.8141666666666667,0.8141666666666667
2017-09-09,0.5870833333333334,0.5870833333333334
2017-09-10,0.6,0.6
2017-09-11,0.8179166666666667,0.8179166666666667
2017-09-12,0.855,0.855
2017-09-13,0.8458333333333333,0.8458333333333333
2017-09-14,0.8491666666666667,0.8491666666666667
2017-09-15,0.7825,0.7825
2017-09-16,0.6029166666666667,0.6029166666666667
2017-09-17,0.624,0.624
2017-09-18,0.8666666666666667,0.8666666666666667
2017-09-19,0.8820833333333333,0.8820833333333333
2017-09-20,0.8575,0.8575
2017-09-21,0.8425,0.8425
2017-09-22,0.7908333333333333,0.7908333333333333
2017-09-23,0.5891666666666666,0.5891666666666666
2017-09-24,0.5648,0.5648
2017-09-25,0.79125,0.79125
2017-09-26,0.8258333333333333,0.8258333333333333
2017-09-27,0.8008333333333333,0.8008333333333333
2017-09-28,0.7808333333333333,0.7808333333333333
2017-09-29,0.73125,0.73125
2017-09-30,0.5620833333333334,0.5620833333333334
2017-10-01,0.6236,0.6236
2017-10-02,0.85375,0.85375
2017-10-03,0.8954166666666667,0.8954166666666667
2017-10-04,0.9183333333333333,0.9183333333333333
2017-10-05,0.8925,0.8925
2017-10-06,0.8166666666666668,0.8166666666666668
2017-10-07,0.6295833333333334,0.6295833333333334
2017-10-08,0.6232,0.6232
2017-10-09,0.8129166666666667,0.8129166666666667
2017-10-10,0.845,0.845
2017-10-11,0.8516666666666667,0.8516666666666667
2017-10-12,0.8433333333333333,0.8433333333333333
2017-10-13,0.7820833333333332,0.7820833333333332
2017-10-14,0.5954166666666666,0.5954166666666666
2017-10-15,0.62,0.62
2017-10-16,0.8229166666666667,0.8229166666666667
2017-10-17,0.8441666666666667,0.8441666666666667
2017-10-18,0.8495833333333332,0.8495833333333332
2017-10-19,0.815,0.815
2017-10-20,0.7566666666666667,0.7566666666666667
2017-10-21,0.5670833333333334,0.5670833333333334
2017-10-22,0.58,0.58
2017-10-23,0.8329166666666667,0.8329166666666667
2017-10-24,0.8483333333333333,0.8483333333333333
2017-10-25,0.8433333333333333,0.8433333333333333
2017-10-26,0.8425,0.8425
2017-10-27,0.78625,0.78625
2017-10-28,0.58875,0.58875
2017-10-29,0.6252,0.6252
2017-10-30,0.8470833333333333,0.8470833333333333
2017-10-31,0.8541666666666667,0.8541666666666667
2017-11-01,0.8466666666666667,0.8466666666666667
2017-11-02,0.8679166666666667,0.8679166666666667
2017-11-03,0.81625,0.81625
2017-11-04,0.6254166666666666,0.6254166666666666
2017-11-05,0.5952000000000001,0.5952000000000001
2017-11-06,0.8495833333333332,0.8495833333333332
2017-11-07,0.8766666666666667,0.8766666666666667
2017-11-08,0.86875,0.86875
2017-11-09,0.86,0.86
2017-11-10,0.79,0.79
2017-11-11,0.6133333333333334,0.6133333333333334
2017-11-12,0.6192,0.6192
2017-11-13,0.87,0.87
2017-11-14,0.9016666666666667,0.9016666666666667
2017-11-15,0.9004166666666668,0.9004166666666668
2017-11-16,0.8991666666666667,0.8991666666666667
2017-11-17,0.83625,0.83625
2017-11-18,0.6533333333333333,0.6533333333333333
2017-11-19,0.6356,0.6356
2017-11-20,0.83875,0.83875
2017-11-21,0.85875,0.85875
2017-11-22,0.8316666666666667,0.8316666666666667
2017-11-23,0.8079166666666667,0.8079166666666667
2017-11-24,0.8120833333333333,0.8120833333333333
2017-11-25,0.6604166666666668,0.6604166666666668
2017-11-26,0.624,0.624
2017-11-27,0.83375,0.83375
2017-11-28,0.8395833333333332,0.8395833333333332
2017-11-29,0.7891666666666667,0.7891666666666667
2017-11-30,0.7858333333333333,0.7858333333333333
2017-12-01,0.72125,0.72125
2017-12-02,0.5566666666666666,0.5566666666666666
2017-12-03,0.5596,0.5596
2017-12-04,0.7608333333333333,0.7608333333333333
2017-12-05,0.78125,0.78125
2017-12-06,0.7616666666666667,0.7616666666666667
2017-12-07,0.7583333333333333,0.7583333333333333
2017-12-08,0.7166666666666667,0.7166666666666667
2017-12-09,0.5654166666666667,0.5654166666666667
2017-12-10,0.6372,0.6372
2017-12-11,0.85625,0.85625
2017-12-12,0.9141666666666667,0.9141666666666667
2017-12-13,0.8854166666666667,0.8854166666666667
2017-12-14,0.8708333333333332,0.8708333333333332
2017-12-15,0.8145833333333333,0.8145833333333333
2017-12-16,0.6275,0.6275
2017-12-17,0.6607999999999999,0.6607999999999999
2017-12-18,0.86625,0.86625
2017-12-19,0.8766666666666667,0.8766666666666667
2017-12-20,0.8466666666666667,0.8466666666666667
2017-12-21,0.8258333333333333,0.8258333333333333
2017-12-22,0.7416666666666667,0.7416666666666667
2017-12-23,0.58,0.58
2017-12-24,0.5796,0.5796
2017-12-25,0.7191666666666667,0.7191666666666667
2017-12-26,0.8304166666666667,0.8304166666666667
2017-12-27,0.8379166666666668,0.8379166666666668
2017-12-28,0.8054166666666667,0.8054166666666667
2017-12-29,0.7458333333333332,0.7458333333333332
2017-12-30,0.6233333333333334,0.6233333333333334
2017-12-31,0.5352,0.5352
2018-01-01,0.5570833333333334,0.5570833333333334
2018-01-02,0.8041666666666667,0.8041666666666667
2018-01-03,0.8608333333333333,0.8608333333333333
2018-01-04,0.8891666666666667,0.8891666666666667
2018-01-05,0.85,0.85
2018-01-06,0.6629166666666667,0.6629166666666667
2018-01-07,0.6072,0.6072
2018-01-08,0.8233333333333333,0.8233333333333333
2018-01-09,0.87,0.87
2018-01-10,0.88375,0.88375
2018-01-11,0.8579166666666667,0.8579166666666667
2018-01-12,0.7929166666666667,0.7929166666666667
2018-01-13,0.6104166666666666,0.6104166666666666
2018-01-14,0.6196,0.6196
2018-01-15,0.8258333333333333,0.8258333333333333
2018-01-16,0.86625,0.86625
2018-01-17,0.8883333333333333,0.8883333333333333
2018-01-18,0.8766666666666667,0.8766666666666667
2018-01-19,0.8408333333333333,0.8408333333333333
2018-01-20,0.6283333333333334,0.6283333333333334
2018-01-21,0.6275999999999999,0.6275999999999999
2018-01-22,0.85,0.85
2018-01-23,0.8629166666666667,0.8629166666666667
2018-01-24,0.8766666666666667,0.8766666666666667
2018-01-25,0.8483333333333333,0.8483333333333333
2018-01-26,0.7708333333333333,0.7708333333333333
2018-01-27,0.6220833333333333,0.6220833333333333
2018-01-28,0.608,0.608
2018-01-29,0.8458333333333333,0.8458333333333333
2018-01-30,0.8925,0.8925
2018-01-31,0.8745833333333333,0.8745833333333333
2018-02-01,0.8558333333333333,0.8558333333333333
2018-02-02,0.7904166666666668,0.7904166666666668
2018-02-03,0.6104166666666666,0.6104166666666666
2018-02-04,0.6284000000000001,0.6284000000000001
2018-02-05,0.8595833333333333,0.8595833333333333
2018-02-06,0.8983333333333333,0.8983333333333333
2018-02-07,0.8904166666666667,0.8904166666666667
2018-02-08,0.88125,0.88125
2018-02-09,0.805,0.805
2018-02-10,0.6,0.6
2018-02-11,0.6388,0.6388
2018-02-12,0.8691666666666668,0.8691666666666668
2018-02-13,0.8966666666666667,0.8966666666666667
2018-02-14,0.8516666666666667,0.8516666666666667
2018-02-15,0.865,0.865
2018-02-16,0.8075,0.8075
2018-02-17,0.6229166666666667,0.6229166666666667
2018-02-18,0.626,0.626
2018-02-19,0.835,0.835
2018-02-20,0.8825,0.8825
2018-02-21,0.91,0.91
2018-02-22,0.9,0.9
2018-02-23,0.8475,0.8475
2018-02-24,0.64,0.64
2018-02-25,0.4268,0.4268
2018-02-26,0.5566666666666666,0.5566666666666666
2018-02-27,0.5775,0.5775
2018-02-28,0.5591666666666666,0.5591666666666666
2018-03-01,0.5620833333333334,0.5620833333333334
2018-03-02,0.5375,0.5375
2018-03-03,0.39916666666666667,0.39916666666666667
2018-03-04,0.636,0.636
2018-03-05,0.8675,0.8675
2018-03-06,0.8908333333333333,0.8908333333333333
2018-03-07,0.9054166666666668,0.9054166666666668
2018-03-08,0.8645833333333333,0.8645833333333333
2018-03-09,0.8408333333333333,0.8408333333333333
2018-03-10,0.6558333333333333,0.6558333333333333
2018-03-11,0.6156,0.6156
2018-03-12,0.8320833333333333,0.8320833333333333
2018-03-13,0.8670833333333333,0.8670833333333333
2018-03-14,0.865,0.865
2018-03-15,0.8504166666666667,0.8504166666666667
2018-03-16,0.795,0.795
2018-03-17,0.59375,0.59375
2018-03-18,0.6215999999999999,0.6215999999999999
2018-03-19,0.8575,0.8575
2018-03-20,0.9079166666666667,0.9079166666666667
2018-03-21,0.9045833333333333,0.9045833333333333
2018-03-22,0.86875,0.86875
2018-03-23,0.8270833333333333,0.8270833333333333
2018-03-24,0.6216666666666666,0.6216666666666666
2018-03-25,0.606,0.606
2018-03-26,0.83875,0.83875
2018-03-27,0.8645833333333333,0.8645833333333333
2018-03-28,0.8529166666666668,0.8529166666666668
2018-03-29,0.81125,0.81125
2018-03-30,0.6829166666666667,0.6829166666666667
2018-03-31,0.5566666666666666,0.5566666666666666
2018-04-01,0.5307999999999999,0.5307999999999999
2018-04-02,0.7541666666666668,0.7541666666666668
2018-04-03,0.8058333333333333,0.8058333333333333
2018-04-04,0.83125,0.83125
2018-04-05,0.8020833333333333,0.8020833333333333
2018-04-06,0.76875,0.76875
2018-04-07,0.5675,0.5675
2018-04-08,0.6064,0.6064
2018-04-09,0.86375,0.86375
2018-04-10,0.86,0.86
2018-04-11,0.8670833333333333,0.8670833333333333
2018-04-12,0.8508333333333333,0.8508333333333333
2018-04-13,0.7916666666666667,0.7916666666666667
2018-04-14,0.5908333333333333,0.5908333333333333
2018-04-15,0.6164000000000001,0.6164000000000001
2018-04-16,0.8779166666666667,0.8779166666666667
2018-04-17,0.9083333333333333,0.9083333333333333
2018-04-18,0.88,0.88
2018-04-19,0.8691666666666668,0.8691666666666668
2018-04-20,0.7941666666666667,0.7941666666666667
2018-04-21,0.57,0.57
2018-04-22,0.5952000000000001,0.5952000000000001
2018-04-23,0.8404166666666667,0.8404166666666667
